idx,abstract,true_domain,predicted_domain,true_area,predicted_area
40,A novel gene. named NgAOX1a. was isolated from Nicotiana glutinosa by RT-PCR (reverse transcription-PCR). The full-length cDNA of NgAOX1a was 1448 bp. including a 1062-bp ORF (open reading frame). a 124 bp 5' UTR (untranslated region) and a 262 bp 3' UTR. The ORF encodes a 353-amino-acid protein which contains two conserved cysteine residues. four iron-binding motifs. five alpha-helix regions and six conserved histidine residues. The phylogenetic tree showed that NgAOX1a belongs to the AQX1 (alternative oxidase 1)-type group. Alignment analysis showed that NgAOX1a shares a high similarity with other known AOXs. Four exons and three introns were detected in the genomic DNA sequence. and Southern-blotting analysis suggested that NgAOX1a is a single-copy gene. A series of putative cis-acting elements were examined in the 5'-flanking region of NgAOX1a. Northern-blotting analysis showed that the transcript levels of NgAOX1a can be markedly accumulated when tobacco seedlings are treated with various abiotic stimuli. such as exogenous signalling molecules for plant defence response. salicylic acid and H2O2. and the exogenous TCA (tricarboxylic acid) cycle metabolite citrate. However. it could be suppressed by abiotic stress. such as CoCl2. an inhibitor of ethylene. which indicates that the expression of NgAOX1a may be regulated by ethylene. In addition. NgAOX1a can also be strongly induced by three viral pathogens. tobacco mosaic virus. potato virus X and potato virus Y. These results indicate that NgAOX1a may be involved in multi-signal transduction pathways and may play an important role in defence response....,biochemistry,biochemistry,Northern blotting,DNA/RNA sequencing
41,To identify genes expression in Chenopodium album exposed to NaCl stress and screen ESTs related to salt stress. a subtractive suppression hybridization (SSH) library of C. album under salt stress was constructed in the present study. Random EST sequencing produced 825 high-quality ESTs with GenBank ID GE746311-GE747007. which had 301 bp of average size and were clustered into 88 contigs and 550 singletons. They were classified into 12 categories according to their function annotations. 635 ESTs (76.97%) showed similarities to gene sequences in the non-redundancy database. while 190 ESTs (23.03%) showed low or no similarities. The transcriptional profiles of 56 ESTs randomly selected from 347 unknown or novel ESTs of SSH library under varying NaCl concentration and at different time points were analyzed. The results indicated that a high proportion of tested ESTs were activated by salt stress. Four in 56 ESTs responded to NaCl were also enhanced in expression level when exposed to ABA and PEG stresses. The above four ESTs were validated by northern blotting which was consistent with the results of RT-PCR. The results suggested that genes corresponded to these ESTs might be involved in stress response or regulation. The complete sequences and detailed function of these ESTs need to be further studied....,biochemistry,biochemistry,Northern blotting,Northern blotting
42,Phosphorylation of protein kinases has profound effects on their activity and interaction with other proteins. Tyrosine phosphorylation was reported to be involved in various physiological processes in plants; however. no typical receptor tyrosine kinase has been isolated from plants thus far. Dual-specificity kinases are potentially responsible for the phosphorylation of both tyrosine and serine/threonine of target proteins. A cDNA clone encoding a putative dual-specificity protein kinase was isolated by screening the cDNA GAL4 activation domain (AD) fusion library of soybean (Glycine max L.). and its entire length was obtained using 5'-rapid amplification of cDNA ends. The predicted polypeptide of 330 amino acid residues. designated as GmSTY1. contains all 11 conserved subdomains. which share common characteristics with both the serine/ threonine and tyrosine protein kinases reported thus far. In addition. three potential N-linked glycosylation sites (NXS/T). as well as phosphorylation motifs (SXXXS/T). were observed. suggesting that GmSTY1 may be post-translationally modified. Furthermore. a potential N-myristoylation motif (MGARCSK) was found. suggesting that the GmSTY1 protein could associate with membranes in vivo. Southern blotting analysis revealed a single-copy of GmSTY1 in the genome. Northern blotting analysis showed that this gene was upregulated by drought and salt treatment in a time-dependent manner; however. exogenous abscisic acid (ABA) could not significantly affect the mRNA accumulation of GmSTY1. Interestingly. the transcript of this gene was remarkably downregulated by cold treatment during the early stages of the response. but upregulated later. These results indicate that the protein kinase was possibly regulated by abiotic stresses in an ABA-independent pathway....,biochemistry,biochemistry,Northern blotting,Southern blotting
43,Mitogen-activated protein kinase (MAPK) cascades are signalling modules that transduce extracellular signalling to a range of cellular responses. Plant MAPK cascades have been implicated in development and stress response. In this study. we isolated a novel group C MAPKK gene. ZmMKK4. from maize. Northern blotting analysis revealed that the ZmMKK4 transcript expression was up-regulated by cold. high salt and exogenous H(2)O(2). but down-regulated by exogenous abscisic acid (ABA). Over-expression of ZmMKK4 in Arabidopsis conferred tolerance to cold and salt stresses by increased germination rate. lateral root numbers. plant survival rate. chlorophyll. proline and soluble sugar contents. and antioxidant enzyme [peroxidase (POD). catalase (CAT)] activities compared with control plants. Furthermore. ZmMKK4 enhanced a 37 kDa kinase activity after cold and salt stresses. RT-PCR analysis revealed that the transcript levels of stress-responsive transcription factors and functional genes were higher in ZmMKK4-over-expressing plants than in control plants. In addition. ZmMKK4 protein is localized in the nucleus. Taken together. these results indicate that ZmMKK4 is a positive regulator of salt and cold tolerance in plants....,biochemistry,biochemistry,Northern blotting,Northern blotting
44,Citrullus colocynthis (L.) Schrad. is commonly known as colocynth. The fruit pulp of colocynth has medicinal properties while the seeds have nutritive qualities. C. colosynthis is resistant to high temperatures and grows in the desert regions of North Africa. the Middle East and Western Asia. C. colocynthis likely carries genes of interest that could be explored for inducing abiotic stress resistance in transgenic plants. Although the tissue culture and molecular biology of this species have been explored. the latter has been primarily used to resolve taxonomic relationships with other members of the Citrullus genus and curcubits. Genetic mining of the plant is scarce while genetic transformation protocols are also rare. The aim of the present review is to present a brief overview of the biotechnological perspectives of C. colocynthis....,biochemistry,biochemistry,Molecular biology,Genetics
45,Purpose of review This review provides an update and summary of recent neuropsychological findings in epilepsy focusing on three major clinical topics among the many developments in the field. We will critically outline the current state with regard to cognition in new-onset epilepsies. social cognition in epilepsy. and the long-term outcome of epilepsy surgery and the cognitive outcomes of superselective surgical procedures. Recent findings Current studies indicate that neuropsychological impairments are prevalent already at the onset of epilepsy and even before. social cognition (i.e.. emotion recognition and theory of mind) is impaired in different epilepsy populations. the long-term outcome of epilepsy surgery is mostly characterized by a stable or even improved cognitive status. and superselective epilepsy surgeries are associated with a promising neuropsychological outcome. Summary The high prevalence of cognitive deficits around epilepsy onset challenges the assumption that epilepsy is the major cause of cognitive problems and calls for early neuropsychological diagnostics. Social cognition seems to be a relevant domain that is not yet routinely considered in epilepsy. The cognitive long-term outcome of epilepsy surgery is mostly positive. Stereotactic thermocoagulation and gamma knife surgery appear to be cognitively safe procedures....,Psychology,Medical,Social cognition,Schizophrenia
46,microRNAs (miRNAs) play a crucial role in tissue development and the pathology of many diseases. however. the effects and roles of miRNAs in the development of semen abnormalities in infertile males have not yet been investigated. In this study. we analyzed and compared the miRNA expression profiles of abnormal semen from 86 infertile males with normal semen from 86 healthy males using an miRNA microarray. In total. 52 miRNAs were differentially expressed between the abnormal semen of infertile males and the normal semen of healthy males. The differential expression of selected miRNAs was validated by real time qRT-PCR and northern blotting: miR-574-5p. miR-297. miR-122. miR-1275. miR-373. miR-185 and miR-193b were upregulated (fold change >1.5. p<0.001) and miR-100. miR-512-3p. miR-16. miR-19b. miR-23b and miR-26a were downregulated (fold change <0.667. p<0.001) in the semen of infertile males with semen abnormalities. In conclusion. this study provides new insights into specific miRNAs that arc associated with semen abnormalities in infertile males....,biochemistry,Medical,Northern blotting,Low Testosterone
47,Background: Respiratory morbidity in Australian Indigenous children is higher than their non-Indigenous counterparts. irrespective of urban or remote residence. There are limited studies addressing acute respiratory illness (ARI) in urban Indigenous children. particularly those that address the upper airway microbiome and its relationship to disease. We aimed to describe the prevalence of upper airway viruses and bacteria in symptomatic and asymptomatic urban-based Australian Indigenous children aged less than 5 years. Methods: A cross-sectional analysis of data collected at baseline in an ongoing prospective cohort study of urban Aboriginal and Torres Strait Islander children registered with a primary health care service in the northern suburbs of Brisbane. Australia. Clinical. demographic and epidemiological data and bilateral anterior nasal swabs were collected on enrolment. Polymerase chain reaction was performed on nasal swabs to detect 17 respiratory viruses and 7 bacteria. The primary outcome was the prevalence of these microbes at enrolment. Logistic regression was performed to investigate differences in microbe prevalence between children with and without acute respiratory illness with cough as a symptom (ARIwC) at time of specimen collection. Results: Between February 2013 and October 2015. 164 children were enrolled. The median age at enrolment was 18. 0 months (IQR 7.2-34.3). 49.4% were boys and 56 children (34.2%) had ARIwC. Overall. 133/164 (81%) nasal swabs were positive for at least one organism; 131 (79.9%) for any bacteria. 59 (36.2%) for any virus and 57 (34.8%) for both viruses and bacteria. Co-detection of viruses and bacteria was more common in females than males (61.4% vs 38.6%. p = 0.044). No microbes. alone or in combination. were significantly associated with the presence of ARIwC. Conclusions: The prevalence of upper airways microbes in asymptomatic children is similar to non-Indigenous children with ARIwC from the same region. Determining the aetiology of ARIwC in this community is complicated by the high prevalence of multiple respiratory pathogens in the upper airways....,biochemistry,Medical,Polymerase chain reaction,Children's Health
48,We identified a Nodulin-related protein 1 (NRP1) encoded by At2g03440. which was previously reported to be RPS2 interacting protein in yeast-two-hybrid assay. Northern blotting showed that AtNRP1 expression was suppressed by heat stress (42A degrees C) and induced by low temperature (4A degrees C) treatment. Strong GUS staining was observed in the sites of meristematic tissues of pAtNRP1:: GUS transgenic plants. such as shoot apex and root tips. young leaf veins. stamens and stigmas of flowers. and abscission layers of young siliques. To study AtNRP1 biological functions. we have characterized both loss-of-function T-DNA insertion and transgenic overexpression plants for AtNRP1 in Arabidopsis. The T-DNA insertion mutants displayed no obvious difference as compared to wild-type Arabidopsis under heat stress. but the significant enhanced susceptibility to heat stress was revealed in two independent AtNRP1-overexpressing transgenic lines. Further study found that the decreased thermtolerance in AtNRP1-overexpressing lines accompanied significantly decreased accumulation of ABA after heat treatment. which was probably due to AtNRP1 playing a role in negative-feedback regulation of the ABA synthesis pathway. These results support the viewpoint that the application of ABA inhibits nodulation and nodulin-related gene expression and threaten adverse ambient temperature can impact the nodulin-related gene expression....,biochemistry,biochemistry,Northern blotting,Northern blotting
49,Although a great deal of progress has been made toward understanding the role of abscisic acid (ABA) in fruit ripening. many components in the ABA signalling pathway remain to be elucidated. Here. a strawberry gene homologous to the Arabidopsis gene ABI1. named FaABI1. was isolated and characterized. The 1641bp cDNA includes an intact open reading frame that encodes a deduced protein of 546 amino acids. in which putative conserved domains were determined by homology analysis. Transcriptional analysis showed that the levels of FaABI1 mRNA expression declined rapidly during strawberry fruit development as evidenced by real-time PCR. semi-quantitative reverse transcriptionPCR. and northern blotting analyses. suggesting that the Ser/Thr protein phosphatase PP2C1 encoded by FaABI1 may be involved in fruit ripening as a negative regulator. The results of Tobacco rattle virus-induced gene silencing and PBI121 vector-mediated overexpression suggested that the down- and up-regulation of FaABI1 mRNA expression levels in degreening strawberry fruit could promote and inhibit ripening. respectively. Furthermore. alteration of FaABI1 expression could differentially regulate the transcripts of a set of both ABA-responsive and ripening-related genes. including ABI3. ABI4. ABI5. SnRK2. ABRE1. CHS. PG1. PL. CHI. F3H. DFR. ANS. and UFGT. Taken together. the data provide new evidence for an important role for ABA in regulating strawberry fruit ripening in the processes of which the type 2C protein phosphatase ABI1 serves as a negative regulator. Finally. a possible core mechanism underlying ABA perception and signalling transduction in strawberry fruit ripening is discussed....,biochemistry,biochemistry,Northern blotting,Northern blotting
50,In this paper. the concept of multi-objective optimization is introduced in the automation of the placement task in analog integrated circuits layout design. To bridge the difficulties found on state-of-the-art works on fulfilling proximity constraints. here. cells are organized into proximity groups which implement the desired set of symmetry and proximity requirements. Then. an innovative archived-based multi-objective simulated annealing algorithm. operating over an absolute representation. is proposed to optimize the placement of each proximity group. In contrast to traditional single-objective placement approaches. the resulting Pareto fronts of placements. representing the tradeoffs between the optimization objectives of each group. are combined. bottom-up. through the design hierarchy. until a final front is obtained. This way. the problem's complexity is reduced. and split over multiple executions of the optimization kernel with less design variables. and also. analog designer becomes aware of the design tradeoffs. The proposed multi-objective and hierarchical methodology was implemented. and. experimental results prove that previous efforts on single-objective absolute representations are no match for the obtained floorplans. Furthermore. the obtained Pareto fronts contain the solutions found with the most recent published topological representations for the well-known Microelectronics Center of North Carolina benchmark sets. and. allowed an improvement of placement area up to 23% on a previously optimized folded cascode operational amplifier for the United Microelectronics Corporation 0.13 gm fabrication process. (C) 2015 Elsevier Ltd. All rights reserved....,ECE,ECE,Operational amplifier,Analog signal processing
51,This study examined whether child abuse history in teen mothers impacts offspring externalizing problems indirectly. through its influence on attachment and maternal hostility. In a longitudinal sample of 112 teen mother-child dyads. mothers reported on their own abuse experiences. attachment and maternal hostility were assessed via direct observations. and externalizing problems were measured using maternal reports. Compared with mothers with no abuse history. mothers with a history of sexual and physical abuse were more likely to have an insecurely attached infant. which predicted higher externalizing problems in preschool. which in turn predicted subsequent increases in externalizing problems in Grade 3. Furthermore. relative to the no abuse history group. mothers with a history of sexual and physical abuse showed more hostility toward their child at preschool. which in turn predicted elevated externalizing problems in Grade 3. Mothers' history of either sexual or physical abuse alone did not have significant indirect effects on externalizing problems. Fostering secure attachment and reducing risk for maternal hostility might be important intervention goals for prevention programs involving at-risk mothers with abuse histories. (C) 2016 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Child abuse,Child abuse
52,Background This study assessed the knowledge of personal safety skills among children with developmental disabilities and their parents' perceptions of children's knowledge. Method This exploratory study examined the mental health records of 37 children with developmental disabilities referred for an abuse risk reduction group in a community mental health setting. Qualitative analysis of children's responses to questions about personal safety skills (knowledge related to physical development and personal safety. an appropriate and inappropriate touch and safety skills to respond to an inappropriate touch) indicated participants' varied and inconsistent levels of knowledge. Results Consistent with the literature. the results indicate risk factors for sexual abuse among children with developmental disabilities. including children's difficulty distinguishing between an appropriate and inappropriate touch and the lack of knowledge regarding appropriate venues for disclosing an inappropriate touch. Among parents. a lack of certainty regarding their children's knowledge and the ability to keep themselves safe was identified. Conclusion Results support the need for education about personal safety for children with developmental disabilities and their families....,Psychology,Psychology,Child abuse,Child abuse
53,Introduction: Posttraumatic stress symptoms (PTS) are associated with increased risk of obstetric complications among pregnant survivors of trauma. abuse and interpersonal violence. but little is known about how PTS affects women's actual experiences of obstetric care. This study investigated the rate at which abuse history was detected by obstetricians. whether abuse survivors experienced more invasive exams than is typically indicated for routine obstetric care. and whether psychological distress was associated with abuse survivors' sense of self-efficacy when communicating their obstetric care needs.Methods: Forty-one pregnant abuse survivors completed questionnaires about abuse history. current psychological distress and self-efficacy for communicating obstetric care needs and preferences. Electronic medical records (EMRs) were reviewed to examine frequency of invasive prenatal obstetric procedures (e.g. removal of clothing for external genital examination. pelvic exams and procedures) and to examine the detection rate of abuse histories during the initial obstetric visit.Results: The majority of participants (83%) reported at least one past incident of violent physical or sexual assault. Obstetricians detected abuse histories in less than one quarter of cases. Nearly half of participants (46%) received invasive exams for non-routine reasons. PTS and depression symptoms were associated with lower self-efficacy in communicating obstetric care preferences.Discussion: Women most at risk for experiencing distress during their obstetric visits and/or undergoing potentially distressing procedures may also be the least likely to communicate their distress to obstetricians. Results are discussed with implications for improving screening for abuse screening and distress symptoms as well as need for trauma-sensitive obstetric practices....,Psychology,Medical,Depression,Stress Management
54,This paper tests the hypothesis that the association between childhood maltreatment and adult personality dysfunction is at least partially attributable to insecure attachment. that is that attachment style mediates the relationship between childhood maltreatment and adult personality dysfunction. Associations between childhood trauma. as measured by the Childhood Trauma Questionnaire (CTQ). anxious and avoidant attachment in romantic relationships. as measured by the Experiences in Close Relationships-Revised (ECR-R). and five personality domains. as measured by the Severity Indices of Personality Problems (SIPP-118). were examined in a sample of 72 psychiatric inpatients. The SIPP-118 domains included relational capacities. identity integration. self-control. responsibility. and social concordance. The direct effect of childhood trauma on all SIPP-118 domains was not significant after controlling for the indirect effect of attachment. In regression modeling. a significant indirect effect of childhood trauma via adult attachment style was found for SIPP-118 relational capacities. identity integration. self-control. and social concordance. Specifically. anxious attachment was a significant mediator of the effect of childhood trauma on self-control. identity integration. and relational domains. These results suggest that childhood trauma impacts a broad range of personality domains and does so in large part through the pathway of anxious romantic attachment style....,Psychology,Psychology,Child abuse,Child abuse
55,Background: Alterations in gray matter development represent a potential pathway through which childhood abuse is associated with psychopathology. Several prior studies find reduced volume and thickness of prefrontal (PFC) and temporal cortex regions in abused compared with nonabused adolescents. although most prior research is based on adults and volume-based measures. This study tests the hypothesis that child abuse. independent of parental education. predicts reduced cortical thickness in prefrontal and temporal cortices as well as reduced gray mater volume (GMV) in subcortical regions during adolescence. Methods: Structural MRI scans were obtained from 21 adolescents exposed to physical and/or sexual abuse and 37 nonabused adolescents (ages 13-20). Abuse was operationalized using dichotomous and continuous measures. We examined associations between abuse and brain structure in several a priori-defined regions. controlling for parental education. age. sex. race. and total brain volume for subcortical GMV. Significance was evaluated at p < .05 with a false discovery rate correction. Results: Child abuse exposure and severity were associated with reduced thickness in ventromedial prefrontal cortex (PFC). right lateral orbitofrontal cortex. right inferior frontal gyrus. bilateral parahippocampal gyrus (PHG). left temporal pole. and bilateral inferior. right middle. and right superior temporal gyri. Neither abuse measure predicted cortical surface area or subcortical GMV. Bilateral PHG thickness was inversely related to externalizing symptoms. Conclusions: Child abuse. an experience characterized by a high degree of threat. is associated with reduced cortical thickness in ventromedial and ventrolateral PFC and medial and lateral temporal cortex in adolescence. Reduced PHG thickness may be a mediator linking abuse with externalizing psychopathology. although prospective research is needed to evaluate this possibility....,Psychology,Psychology,Child abuse,Child abuse
56,The significant co-occurrence between men's violence against female partners and child abuse and neglect is well documented. It is less clear how child safety should be managed in family violence research with their mothers. This issue is salient to isafe. a New Zealand-based Internet intervention study testing improvement in safety decisions and mental health outcomes for women experiencing intimate partner violence. This article discusses the legislative. professional. and ethical considerations that contribute to the development of the child safety protocols and discusses the development of the isafe protocol. Hypothetical scenarios of the application of the isafe protocol are used to illuminate the issues and provide a basis for future discussion....,Psychology,Psychology,Child abuse,Child abuse
57,Child sexual abuse (CSA) is a global public health problem with major consequences for the individual child and society. An earlier Swedish study showed that the school nurses did not initially talk about nor mention CSA as one form of child abuse. For the child to receive adequate support. the disclosure is a precondition and is dependent on an available person prepared to listen. The aim of the study was to explore the ability of the school nurses to detect and support sexually abused children. It is a secondary analysis of focus group interviews with school nurses. Thematic analysis was performed. Results showed that the school nurses avoided addressing CSA due to arousal of strong emotions. ambivalence. and a complicated disclosure process. In order to detect CSA and support abused children. attentiveness of sexual abuse as a possible cause of physical and mental illhealth is crucial....,Psychology,Medical,Child abuse,Children's Health
58,The current study examined the mediating effects of the teacher and peer relationships between parental abuse/neglect and a child's emotional/behavioral problems. A total of 2070 student surveys from the panel of the Korean Child Youth Panel Study (KCYPS) were analyzed by path analysis. The key findings of this study are outlined below. Firstly. parental physical and emotional abuse and neglect had significant effects on children's problems. The direct effect of parental abuse on emotional/behavioral problems was higher than the direct effect of parental neglect on emotional/behavioral problems. Secondly. the teacher relationship partially mediated the effects of the parental abuse/neglect on emotional/behavioral problems. Thirdly. the peer relationship also partially mediated the effects of parental abuse/neglect on children's emotional/behavioral problems. The indirect effect of parental neglect via teacher relationships and peer relationships was stronger than the indirect effect of parental abuse. This study is significant in that it identified that parental abuse/neglect was mediated by the teacher and peer relationship. thereby suggesting an implication for effective intervention with children who have suffered abuse and neglect. In terms of the teacher and peer relationship. understanding the influence of parental abuse and neglect on children's problems was discussed. and the limitations and recommendations for future study were suggested. (C) 2016 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Child abuse,Child abuse
59,Abuse-related trauma remains a global health issue. However. there is paucity in nationwide reports. We aim to estimate the incidence of abuse-related trauma forward medical care and identify its characteristics and clinical course in Taiwan. Patients with trauma between 2005 and 2007 that occurred 3 months before or after a diagnosis of abuse were identified from a randomly sampled nationwide longitudinal health insurance database of 1 million beneficiaries. The patients' demographic data. injury pattern. and medical resource utilization were measured. stratified by age and sex. and compared using chi-square test. Risk factors of next trauma event were identified using Cox regression analysis. Ninety-three patients (65 females) were identified (mean age. 20.6 +/- 16.3 years). including 61.3% under 18 years of age. For the first trauma event. 68 patients (73.1%) visited the emergency room. 63 (67.7%) received intervention. and 14 (15.1%) needed hospital care. Seven (7.5%). all less than 11 years old. had intracranial hemorrhage and required intensive care. Thirty-three (35.5%) left with complications or sequelae. or required rehabilitation. but all survived. Of the 34 victims of sexual abuse. 32 were aged less than 18 years. Men received more mood stabilizers or antipsychotics (50.0% vs 10.7%. P = 0.030) and reeducative psychotherapy (25.0% vs 0. P = 0.044). Risk factors for a next trauma event were injury involving the extremities (hazard ratio [HR]: 5.27 [2.45-11.33]) and use of antibiotics (HR: 4.21 [1.45-12.24]) on the first trauma event. Abuse-related trauma has heterogeneous presentations among subgroups. Clinicians should be alert in providing timely diagnosis and individualized intervention....,Psychology,Medical,Child abuse,Mental Health
60,Purpose of review This review addresses some of the more salient articles in the field of child maltreatment published in 2015. with a goal of helping the general practitioner understand the evolution of research in the field of child abuse pediatrics (a board-certified specialty since 2009). Recent findings Researchers continue to refine the database for child abuse pediatrics. Several articles focus on the inconsistencies in approach to the evaluation of possible physical child abuse between hospitals and practitioners. Multiple researchers aim to develop a protocol that standardizes the response to findings of a sentinel injury. such as a rib fracture. abdominal trauma. or unexplained bruising in a nonambulatory infant. Professionals are also working to improve our understanding about the impact of trauma on children and how best to ameliorate its effects. Summary With solid. evidence-based literature published on various topics in the field of child abuse pediatrics. experts work to refine and unify the clinician's approach to the evaluation of possible physical abuse....,Psychology,Medical,Child abuse,Children's Health
61,When Abusive Head Trauma (AHT) is suspected in a child. a dilated eye examination by an ophthalmologist is an essential part of the medical workup. as the presence and pattern of retinal hemorrhages can have a high positive predictive rate for abusive head injury. This article proposes to review the clinical presentation. pathophysiology. natural history. sequelae. and differential diagnosis of retinal hemorrhages and other ocular lesions associated with AHT....,Psychology,Medical,Child abuse,Hereditary Angioedema
62,The frequency and severity of physical abuse influences children's outcomes. yet little theory-based research has explored what predicts its course. This study examined the potential role of social information processing (SIP) factors in the course of abuse. Mothers with histories of perpetrating physical abuse (N = 62) completed measures of SIP. and the frequency and severity of mother-perpetrated physical abuse were collected from Child Protection Services records. Poorer problem-solving capacities were significantly related to greater frequency of physical abuse. Hostile attributions toward children were positively associated with abuse severity. Controlling for demographics and co-occurrence of neglect. SIP factors together accounted for a significant proportion of variance in the frequency of physical abuse. but not severity. With the exception of unrealistic expectations. preliminary evidence supported a link between maternal SIP and the course of abuse perpetration. Future research directions and implications for intervention are discussed....,Psychology,Psychology,Child abuse,Child abuse
63,Shaken baby syndrome is a term often used by the physicians and public to describe abusive trauma inflicted on infants and young children. Advances in the understanding of the mechanisms and the associated clinical spectrum of injury has lead us to modify our terminology and address it as "abusive trauma" (AT). Pediatric abusive head trauma is defined as an injury to the skull or intracranial contents of an infant or a young child (<5 y age) due to inflicted blunt impact and/or violent shaking. This chapter focuses on the imaging aspects of childhood abusive trauma along with a brief description of the mechanismand pathophysiology of abusive injury. The diagnosis of AT is not always obvious. and abusive injuries in many infants may remain unrecognized. Pediatricians should be cognizant of AT since pediatricians play a crucial role in the diagnosis. management and prevention of AT....,Psychology,Medical,Child abuse,Children's Health
64,This article reviews the evolution of the diagnosis and treatment of Hodgkin lymphoma (HL) since its discovery in 1832. The morphological. phenotypic and molecular characteristics of both nodular lymphocyte-predominant HL and classical HL are revised in the light of recent molecular information and possible impact on the identification of risk groups as well as the use of targeted therapies. The seminal contribution of Gianni Bonadonna to developing new treatment strategies for both advanced and early-stage HL is highlighted....,biochemistry,Medical,Molecular biology,Cancer
65,An analytic design guide to design a three-stage cascade CMOS operational amplifier compensated by AC boosting frequency compensation (ACBC) method is presented in this paper. The procedure allows electrical parameters such as gain bandwidth (GBW) product or phase margin to be related to the value of circuit elements such as aspect ratio or biasing currents of transistors. The presented design guide is suited for pencil-and-paper design and yields accurate performance without unnecessary circuit constraint introduction. Simulation results using TSMC 0.18 mu m CMOS process verifies accuracy and robustness of proposed procedure. Various load capacitors and circuit conditions are simulated and. based on obtained results. the presented design guide is comprehensive and efficient since it leads us from frequency response parameters to aspect ratio of MOSFETs....,ECE,ECE,Operational amplifier,Operational amplifier
66,Programmable AC power sources have been widely used to implement and support a wide range of Test Procedure Specifications (TPS's). Traditionally. these power sources use analog control circuits to provide key control and protection functions like load regulation. current limit and frequency conversion. While this is a proven design. it suffers from a number of drawbacks. With the advent of recent advances in DSP technologies. a full digital implementation of an AC power source design supporting high switching frequencies is now feasible. This paper discussed some of the advantages derived from an all-digital implementation of a programmable poser source and the benefits this provides for ATE system use....,ECE,ECE,Digital control,Digital control
67,This paper describes a new calibration system developed at INMETRO to guarantee traceability of low-frequency alternating current (ac) voltage calibrations (<1 kHz) to a programmable Josephson ac waveform synthesizer. The automated full-synchronous system allows the synchronization of a commercial calibrator or signal synthesizer with a programmable Josephson voltage synthesizer system to be made by employing digital sampling and signal processing techniques. aided by adaptive digital control. It allows accurate determination of the spectral content of ac signals with minimum human intervention. System operation. measurement techniques. and data analysis are detailed....,ECE,ECE,Digital control,Analog signal processing
68,The voltage source converters (VSC) are the key power interfaces between the individual ac grids and dc grids in the hybrid power system. When the ac grid is unbalanced. the grid currents are distorted and the harmonic is induced. Meanwhile. the oscillations in the active and reactive power are also increased. which may damage these interfaces. In order to ensure the safety of the converters and the grid facility. a flexible control strategy is proposed for the ac/dc hybrid grid in this paper. At first. the current harmonic for the VSC is theoretically analyzed under unbalanced conditions. Furthermore. the methods to separate the positive- and negative-sequence components of the ac grid voltages are summed up and analyzed. Based on the theoretical analysis. different protected control methods are compared. A new control method. which can flexibly control oscillations of the active and reactive power by introducing a parameter k. has been proposed. The estimation of maximum current in each phase is discussed; meanwhile. the relationship between the voltage ripple on dc link and the parameter k is given. Finally. the validity and advantages of the proposed method are verified by the simulating and experimental results....,ECE,ECE,Digital control,Electrical network
69,Based on single-phase ac-ac converter with controllable phase and amplitude (ACCPA). a three-phase ACCPA without third harmonic trap was proposed for power transmission control in grid by adopting a symmetrical relationship of three phase. The three-phase ACCPA is comprised of two parts. which are used to adjust the phase and amplitude of three-phase output voltage. respectively. and continuously. Its front part is made up of three buck-type ac converters. and the back part is a three-phase boost-type ac converter. The operation principle of three-phase ACCPA. the adjustable ranges of the phase and amplitude of the front part. and the calculation formulas of control parameters under ideal conditions were studied and deduced in detail. Furthermore. the control accuracy of the phase angle was discussed for the three-phase ACCPA with digital control. and then. the method to select close-loop control parameters was obtained. The control strategy of three-phase ACCPA was presented and a prototype was fabricated. The experimental waveforms and testing results verified the correctness of the theoretical analysis and the feasibility of the control strategy....,ECE,ECE,Digital control,Control engineering
70,This article deals with the simulation of the power converter with voltage-source inverter and sine-filter. The repetitive control system was designed. The existing power converter has a control system which makes Fourier transform of the output voltage to inject these harmonics with opposite phase. The new proposed system based on repetitive controller which is much simpler and with smaller CPU load. The higher harmonics elimination works perfect and the power converter produces output voltage with less than 5% THD under linear or non-linear load. This paper describes the improved control system structure and its implementation in MATLAB Simulink environment. The advantages of the repetitive algorithm facing Fourier transform harmonic compensation are shown. The performance of the new control method is shown in simulation results. The algorithm is carried out in C language using MATLAB S-Function block so it is suitable for implementation in the real-time control systems....,ECE,ECE,Digital control,Digital control
71,Various species of amoebas belonging to the genus Acanthamoeba are widely distributed in many parts of the world. Some strains of these protozoans may exist as parasites and pose risks to human health as causative agents of serious human diseases. Currently in China there IS a lack of information about the distribution of Acanthamoeba strains in the environment. Accordingly. 261 environmental water samples taken from rivers. sewage. and pharmaceutical factory drains were collected in Qinghai Province. China. The material was filtered and then analysed with both LAMP and PCR assays. Of the samples examined. Acanthamoeba DNA was found in 32 (14.68%) samples with the use of LAMP; in 13 of these samples. DNA from this amoeba was also detected using PCR. Sequencing of selected positive samples confirmed that the PCR products were fragments of the Acanthamoeba 18S rRNA gene and that isolates represent the T4 genotype. known as the Most common strain related to AK cases. The results indicate that surface water. as well as water taken from sewage And pharmaceutical drains. may be a source of acanthamoebic strains potentially pathogenic for humans in China. It has been also demonstrated that LAMP assays is more sensitive than PCR and can be regarded as useful tool for screening the environment for Acanthamoeba spp. (C) 2017 Elsevier B.V. All rights reserved....,biochemistry,Medical,Polymerase chain reaction,Fungal Infection
