idx,abstract,true_domain,predicted_domain,true_area,predicted_area
4,Pre-ejection period (PEP) reactivity to reward has been posited as a specific index of behavioral approach and incentive motivation. suggesting it might be uniquely associated with the affective and motivational deficits of anhedonia. This study evaluated PEP reactivity to a reward task as a predictor of depressive symptoms among adolescents. examining global depressive symptoms as well as specific anhedonic and nonanhedonic symptoms clusters. Participants included 76 adolescents. ages 11-15 years (52% female). This study found marginal support for an association between PEP reactivity to reward and concurrent anhedonia symptoms. but no association with nonanhedonic or the global scale. Findings are discussed in terms of potential associations between peripheral psychophysiological measures and dopaminergic functioning and also the utility of this measure for future research on anhedonia....,Psychology,Psychology,Depression,Depression
5,Several studies have recently demonstrated that the volumes of specific brain regions are reduced in children and adolescents with post-traumatic stress disorder (PTSD) compared with those of healthy controls. Our study investigated the potential association between early traumatic experiences and altered brain regions and functions. We conducted a systematic review of the scientific literature regarding functional magnetic resonance imaging and a meta-analysis of structural magnetic resonance imaging studies that investigated cerebral region volumes in pediatric patients with PTSD. We searched for articles from 2000 to 2014 in the PsycINFO. PubMed. Medline. Lilacs. and ISI (Web of Knowledge) databases. All data regarding the amygdala. hippocampus. corpus callosum. brain. and intracranial volumes that fit the inclusion criteria were extracted and combined in a meta-analysis that assessed differences between groups. The meta-analysis found reduced total corpus callosum areas and reduced total cerebral and intracranial volumes in the patients with PTSD. The total hippocampus (left and right hippocampus) and gray matter volumes of the amygdala and frontal lobe were also reduced. but these differences were not significant. The functional studies revealed differences in brain region activation in response to stimuli in the post-traumatic stress symptoms/PTSD group. Our results confirmed that the pediatric patients with PTSD exhibited structural and functional brain abnormalities and that some of the abnormalities occurred in different brain regions than those observed in adults....,Psychology,Medical,Child abuse,Children's Health
6,Childhood maltreatment is strongly associated with depression. which is characterized by reduced reactivity to reward. Identifying factors that mitigate risk for depression in maltreated children is important for understanding etiological links between maltreatment and depression as well as improving early intervention and prevention. We examine whether high reward reactivity at behavioral and neurobiological levels is a marker of resilience to depressive symptomology in adolescence following childhood maltreatment. A sample of 59 adolescents (21 with a history of maltreatment; Mean Age = 16.95 years. SD = 1.44) completed an fMRI task involving passive viewing of emotional stimuli. BOLD signal changes to positive relative to neutral images were extracted in basal ganglia regions of interest. Participants also completed a behavioral reward-processing task outside the scanner. Depression symptoms were assessed at the time of the MRI and again 2 years later. Greater reward reactivity across behavioral and neurobiological measures moderated the association of maltreatment with baseline depression. Specifically. faster reaction time (RT) to cues paired with monetary reward relative to those unpaired with reward and greater BOLD signal in the left pallidum was associated with lower depression symptoms in maltreated youth. Longitudinally. greater BOLD signal in the left putamen moderated change in depression scores over time. such that higher levels of reward response were associated with lower increases in depression over time among maltreated youths. Reactivity to monetary reward and positive social images. at both behavioral and neurobiological levels. is a potential marker of resilience to depression among adolescents exposed to maltreatment. These findings add to a growing body of work highlighting individual differences in reactivity to reward as a core neurodevelopmental mechanism in the etiology of depression....,Psychology,Psychology,Child abuse,Depression
7,While exposure to adverse family experiences (AFEs). subset of adverse childhood experiences (ACEs). has been associated with childhood obesity. less is known about the impact of exposures to each type of AFE. Using 2011-2012 National Survey of Children's Health data. we evaluated associations between exposure to individual AFEs and overweight/obesity status in children 10 years or older. adjusting for socio-demographic factors. Caregivers reported their child's height. weight. and exposure to nine AFEs; body mass index (BMI) was classified by Center for Disease Control and Prevention's (CDC) guidelines. At Mayo Clinic. we calculated frequencies and weighted estimates of socio-demographic factors and AFEs. Unadjusted and adjusted weighted multinomial logistic regression models were employed to assess the independent associations of each AFE and the different AFE composite scores with BMI category. Exposure to two or more AFEs was independently associated with increased odds of overweight (odds ratio [OR]. 1.33; 95% confidence interval [CI]. 1.13. 1.56) and obese (OR. 1.45; 95% CI. 1.21. 1.73) status after adjustment for age. household income. parents' education-level. race and sex. Death of parent (OR. 1.59; 95% CI. 1.18. 2.15) and hardship due to family income (OR. 1.26; 95% CI. 1.06. 1.50) were independently associated with obesity status with adjustment for other AFEs and socio-demographic factors. Our results suggest that. in addition to cumulative exposure to AFEs. exposure to certain childhood experiences are more strongly associated with childhood obesity than others. Death of parent and hardship due to family income are individual AFEs. which are strongly predictive of obesity. (C) 2016 Elsevier Inc. All rights reserved....,Psychology,Medical,Child abuse,Children's Health
8,BackgroundIncreasing evidence supports that mentalization deficits may have a role in the genesis of young age depression; however. few studies examined this issue in clinical populations. MethodsOutpatients aged 14-21. suffering from various psychiatric disorders. were assessed using the Mentalization Questionnaire (MZQ). the Beck Depression Inventory (BDI). and the Childhood Trauma Questionnaire (CTQ). using data from age-matched healthy students for comparison. The relationship between CTQ. MZQ. and BDI scores was examined at the cross-sectional level. including mediation analyses. and longitudinally. in a subsample who underwent a psychotherapy intervention. ResultsOf 83 subjects. 33 (39.8%) had mentalization levels that were 1 standard deviation below those of comparison subjects. In the whole sample. the levels of mentalization were inversely associated with BDI (r=-.68. p<.001) and CTQ scores (r=-.30. p=.006). Moreover. MZQ scores mediated a large part of the effect of childhood trauma on depression (total effect: 10.6. 95% CI: 5.3. 15.9; direct effect: 6.5. 95% CI: 2.1. 10.8; indirect effect: 4.1. 95% CI: 1.5. 7.4). This effect was almost entirely explained by the Affect Regulation subscale. In patients re-evaluated after four sessions (n=37). the decrease in BDI scores correlated with the increase in MZQ scores (r=.40. p=.02). ConclusionsIn a juvenile clinical sample. deficits of mentalization abilities were associated with the severity of depression and explained part of the depressogenic effects of childhood trauma....,Psychology,Psychology,Social cognition,Depression
9,Social network sites (SNSs) are relatively new phenomena. and the relationship between SNSs and psychopathology remains unclear. The purpose of this study was to evaluate the type of SNSs depressed adolescents use and the incidence of depressive disclosure on SNSs among them. The study was designed to be cross-sectional. The sample consisted of 53 adolescents diagnosed with depressive disorder. as confirmed by K-SADS-PL. and 55 non-depressed adolescents. The Children's Depression Inventory. Social Anxiety Scale and Social Network Use Questionnaire were administered. The primary finding was that the amount of time spent on the Internet and on SNSs was significantly higher among depressed adolescents than non-depressed adolescents. Additionally. depressed adolescents reported significantly higher disclosure of anhedonia. worthlessness. guilt. loss of concentration. irritability and thoughts of suicide on SNSs. The intensity of the depression sharing was significantly higher in the depressed group. Depressed young people use social networks to express their symptoms. Adolescents' disclosure on social networks may be able to guide relatives. friends and mental health professionals....,Psychology,Psychology,Depression,Depression
10,Introduction: Attention-deficit/hyperactivity disorder (ADHD) and anxiety are frequently comorbid disorders associated with different types of abnormal performance on neuropsychological tests. Although some studies have shown that comorbid anxiety alters ADHD test performance. results inconsistently show both improvements and worsening of different abilities. with failures to replicate across different anxiety disorders. Alternatively. trait anxiety may reflect a more stable influence on ADHD test performance than various diagnosable anxiety disorders. Method: To better understand the possible enhancing or deleterious effects of anxiety on ADHD cognitive impairments. this study examined the effect of individual differences in trait anxiety measured by the Multidimensional Anxiety Scale for Children (MASC) on a battery of computerized. rapid-performance tests measuring attention and impulsivity-related performance in 98 Diagnostic and Statistical Manual of Mental Disorders-Fourth Edition (DSM-IV) Combined-Subtype ADHD adolescents and 123 healthy controls. It was hypothesized that trait anxiety would attenuate response inhibition and attention deficits in ADHD. Results: ADHD-diagnosed adolescents with higher trait anxiety performed better on indices of sustained attention. reaction time. and motor variability. and had altered overall test-performance strategy. while response inhibition was affected in both ADHD and non-ADHD. Conclusions: This study provides the first evidence that pathological levels of anxiety are not needed to see differences in ADHD neuropsychological test performance. Instead. mildly elevated trait anxiety confers a protective influence by reducing the degree of impairment seen in ADHD. These findings suggest that better performing ADHD adolescents might have optimized levels of cortical arousal. and raise new questions about how best to identify the neurobiological substrates responsible for the beneficial effects....,Psychology,Psychology,Depression,Attention
11,BackgroundNeglect is often overlooked in adolescence. due in part to assumptions about autonomy and misinterpretation of behaviors being part of normal adolescent development. Emotional maltreatment (abuse or neglect) has a damaging effect throughout the lifespan. but is rarely recognized amongst adolescents. Our review aims to identify features that adolescents experiencing neglect and/ or emotional maltreatment report. MethodA rapid review methodology searched 8 databases (1990-2014). supplemented by hand searching journals. and references. identifying 2.568 abstracts. Two independent reviews were undertaken of 279 articles. by trained reviewers. using standardised critical appraisal. Eligible studies: primary studies of children aged 13-17 years. with substantiated neglect and/ or emotional maltreatment. containing self-reported features. Results19 publications from 13 studies were included. demonstrating associations between both neglect and emotional maltreatment with internalising features (9 studies) including depression. post traumatic symptomatology and anxiety; emotional maltreatment was associated with suicidal ideation. while neglect was not (1 study); neglect was associated with alcohol related problems (3 studies). substance misuse (2 studies). delinquency for boys (1 study). teenage pregnancy (1 study). and general victimization for girls (1 study). while emotionally maltreated girls reported more externalising symptoms (1 study). Dating violence victimization was associated with neglect and emotional maltreatment (2 studies). while emotional abuse of boys. but not neglect. was associated with dating violence perpetration (1 study). and neither neglect nor emotional maltreatment had an association with low self-esteem (2 studies). Neither neglect nor emotional maltreatment had an effect on school performance (1 study). but neglected boys showed greater school engagement than neglected girls (1 study). ConclusionsIf asked. neglected or emotionally maltreated adolescents describe significant difficulties with their mental health. social relationships. and alcohol or substance misuse. Practitioners working with youths who exhibit these features should recognize the detrimental impact of maltreatment at this developmental stage. and identify whether maltreatment is a contributory factor that should be addressed....,Psychology,Psychology,Depression,Child abuse
12,Background: Rumination predicts depression in adults and adolescents. The development of rumination has been linked to parenting practices. but only limited research has investigated this and research has tended to rely on self-report parenting measures. Aims: To investigate the relationship between female adolescent rumination and maternal modelling. criticism and positivity using an observational measure of parental behaviour. Method: A cross-sectional design was used. Daughters aged 16-18 years and their mothers (n = 154 dyads) completed questionnaire measures of rumination and affect. Mothers of girls with rumination scores in the upper and lower quartile (both n = 26) also completed the Five Minute Speech Sample. which was used to measure maternal criticism and positivity. Results: Mothers of low rumination girls made significantly more positive comments about their daughters than the mothers of high ruminators. Mothers made very few critical comments. Self-reported rumination was not correlated in mothers and daughters. suggesting a lack of support for the potential role of modelling. Conclusion: Overall. low maternal positivity was associated with rumination in female adolescents. There was no evidence that maternal rumination or criticism were associated with adolescent rumination. The results suggest a number of implications for future research. including the need for prospective longitudinal studies using observational parenting measures....,Psychology,Psychology,Depression,Depression
13,An Internet-based relapse prevention supplement to adolescent substance abuse treatment programming is a promising modality to reinforce treatment gains and enhance recovery; however. an evidence base is lacking. To assess the efficacy of the online Navigating my Journey (NmJ) program. 129 adolescent-aged participants (ages 13-23) receiving substance abuse treatment participated in a randomized parallel group study comparing two conditions: experimental (NmJ) versus attention control (viewed wellness articles from the Nemours Foundation at their discretion). Participants in the experimental condition were asked to complete 12 core lessons over 3 months. Lesson content was developed to teach evidence-based relapse prevention skills. Data were collected at four time points: baseline. 1-month follow up. 3-month follow up. and 6-month follow up. We used a linear mixed modeling approach to test for differences between conditions on each outcome. Participants in the experimental condition reported a significantly greater increase in motivation to reduce or not misuse drugs from baseline to 3-month follow up and from baseline to 6-month follow up. compared to the control participants. Participants in the experimental condition also reported a greater decrease in drug use score from baseline to 3-month follow up. compared to the control participants. An analysis of age as a potential moderator suggested that the intervention may be more effective for older adolescents. Greater use of the program was associated with greater self-efficacy and lower self-reported substance use over time. Relapse prevention treatment with adolescents may be facilitated by theory-based online interventions. NCT02125539....,Psychology,Medical,Attention,Addiction
14,Carotenoids are plant secondary metabolites that comprise two main groups: carotenes and xanthophylls. The latter group includes zeaxanthin which is synthesized by beta-carotene hydroxylase catalyzing the hydroxylation of the beta-rings of beta-carotene molecules. To develop tools to alter carotenoid biosynthesis in plants. we isolated a cDNA clone encoding a candidate beta-carotene hydroxylase. CrtH1. from the flower petals of Adonis aestivalis. CrtH1 protein has homology to beta-carotene hydroxylases from other organisms. and possesses the four histidine motifs conserved in this family of enzymes. Sequence analysis predicted the presence of a putative plastid transit peptide at the amino terminus and four transmembrane helical regions. Southern-blot analysis showed CrtH1 to be encoded by a multicopy gene family with at least three members in A. aestivalis. Analysis of CrtH1 transcript abundance by Northern blotting indicates it is highly expressed in flower petals. roots and stems. with relatively low expression in leaves and developing seeds. CrtH1 was able to catalyze the formation of zeaxanthin and its intermediate precursor beta-cryptoxanthin from beta-carotene in functional assays conducted in E. coli. Expression of CrtH1 in Arabidopsis thaliana wild type and a mutant deficient for endogenous beta-carotene hydroxylases enhanced the biosynthesis of violaxanthin in the seeds....,biochemistry,biochemistry,Northern blotting,Enzymology
15,The cDNA AmphiARF . encoding a novel member of ARF family was for the first time identified from the gut cDNA library of amphioxus Branchiostoma becheri tsingtauense . The deduced amino acid sequence includes the motifs involved in GTP binding (DVGG. NKQD and SAK) and hydrolysis (GXDXXGK). and a glycine at position 2 for N-terminal myristoylation. which are all characteristic of ARFs. However. it has a 46 amino acid C-terminal extension (positions 183-227). which was not found in any ARF family previously described including ARF-like proteins. This suggests that AmphiARF is a new member of ARF family. which was also supported by the phylogenetic analysis. It is highly likely that the extended C-terminal of AmphiARF is a novel addition occurring after cephalochordate/vertebrate split. Northern blotting analysis revealed that AmphiARF transcript was present in all tissues examined. consistent with the involvement of ARFs in the fundamental role like vesicular trafficking of proteins....,biochemistry,biochemistry,Northern blotting,Molecular biology
16,In whole cell patch-clamp recordings. we characterized the L-type Ca2+ currents in bovine adrenal zona fasciculata (AZF) cells and explored their role. along with the role of T-type channels. in ACTH- and angiotensin II (ANG II)-stimulated cortisol secretion. Two distinct dihydropyridine-sensitive L-type currents were identified. both of which were activated at relatively hyperpolarized potentials. One activated with rapid kinetics and. in conjunction with Northern blotting and PCR. was determined to be Ca(v)1.3. The other. expressed in approximately one-half of AZF cells. activated with extremely slow voltage-dependent kinetics and combined properties not previously reported for an L-type Ca2+ channel. The T-type Ca2+ channel antagonist 3.5-dichloro-N-[1-(2.2-dimethyl-tetrahydro-pyran-4-ylmethyl)-4-fluoro-piperidin-4-ylmethyl]-benzamide (TTA-P2) inhibited Ca(v)3.2 current in these cells. as well as ACTH- and ANG II-stimulated cortisol secretion. at concentrations that did not affect L-type currents. In contrast. nifedipine specifically inhibited L-type currents and cortisol secretion. but less effectively than TTA-P2. Diphenylbutylpiperidine Ca2+ antagonists. including pimozide. penfluridol. and fluspirilene. and the dihydropyridine niguldipine blocked Ca(v)3.2 and L-type currents and inhibited ACTH-stimulated cortisol secretion with similar potency. This study shows that bovine AZF cells express three Ca2+ channels. the voltage-dependent gating and kinetics of which could orchestrate complex mechanisms linking peptide hormone receptors to cortisol secretion through action potentials or sustained depolarization. The function of the novel. slowly activating L-type channel is of particular interest in this respect. Regardless. the well-correlated selective inhibition of T- and L-type currents and ACTH- and ANG II-stimulated cortisol secretion by TTA-P2 and nifedipine establish the critical importance of these channels in AZF cell physiology....,biochemistry,Medical,Northern blotting,Hereditary Angioedema
17,Background Although it has been well established that atrial natriuretic peptide gene-disrupted (ANPS(-/-)) mice are a useful model of salt-sensitive hypertension. surprisingly little is known about the control of their intrarenal renin-angiotensin system (RAS) and pressure-natriuresis mechanism. key components in blood pressure. fluid and electrolyte regulation. The aim of this study was to determine whether ANP disruption results in changes in the renal and adrenal local RAS and the acute pressure natriuresis mechanism. Methods Renal and adrenal renin. angiotensin type 1 (AT(1))((A and B)) and angiotensin type 2 (AT(2)) receptor messenger RNA expression levels were determined by northern blotting or real time reverse transcriptase polymerase chain reaction. Plasma aldosterone and renal and adrenal angiotensin II peptide levels were determined by radioimmunoassay. To examine the acute pressure natriuresis response. changes in renal interstitial hydrostatic pressure (RIHP) were assessed after manipulations of renal arterial pressure (RAP) in anaesthetized mice. Results Renal and adrenal renin mRNA and angiotensin II levels were lower in ANPS(-/-) and (+/-) mice compared with (+/+) mice. ANP(-/-) mice also had greater renal AT(1A) and adrenal AT2 mRNA levels compared with the other genotypes. RAP and RIHP were significantly higher in (-/-) mice compared with (+/+) mice. Furthermore. there was a blunted slope of the RAP-RIHP relationship after increases in RAP in ANP(-/-) mice. Conclusion These data indicate that ANP disruption results in a blunting of the dynamic properties of the acute pressure-natriuresis mechanism at increased levels of RAP. as well as a reduced expression of renal and adrenal local RAS....,biochemistry,Medical,Northern blotting,Kidney Health
18,Background: Anaphylaxis is a life-threatening emergency of which reliable epidemiological data are lacking. This study aimed to analyze how quickly patients presenting with anaphylaxis were treated in emergency and whether treatment followed the European Academy of Allergy and Clinical Immunology (EAACI) guidelines. Methods: Patient data were collected between April 2009 and April 2013. Emergency doctors completed a questionnaire for adult patients presenting at the emergency department (ED) of the St. Pierre hospital in Brussels with anaphylaxis. Inclusion criteria were based on the Sampson criteria of anaphylaxis. Data were analyzed using a Microsoft Excel database. Results: About 0.04% (100/230878) of all emergency visits in adults presented with anaphylaxis. 64% of patients received their first medical help later than 30 min after symptom onset. 67% of patients received adrenaline. 85% oral antihistamines. and 89% received IV glucocorticosteroids. 46/100 patients were discharged directly from the ED. of which 87% received further medical prescriptions for self-administration: 67% corticosteroids. 83% antihistamines. and 9% intramuscular adrenaline. 74% were instructed to consult an allergologist for adequate diagnosis. 54/100 patients were hospitalized. Conclusion: The majority of patients were treated according to the EAACI guidelines for management of anaphylaxis. but only a minority received the recommended adrenaline auto-injector for self-administration at discharge. Because the majority of patients received medical help later than 30 min after symptom onset. adrenaline auto-injector prescription is a necessity. The low rate of doctors prescribing adrenaline auto-injectors in the ED setting underlines the need to train doctors of various backgrounds in prevention and treatment of anaphylaxis and the close collaboration with allergologists....,biochemistry,Medical,Immunology,Allergies
19,BACKGROUND: Allergy immunotherapy can result in systemic allergic reactions and even life-threatening anaphylaxis requiring epinephrine administration. OBJECTIVE: The objective of this study was to describe epinephrine use in the clinical trial development programs of 3 rapidly dissolving sublingual immunotherapy tablets (SLITtablets; Merck & Co.. Inc.. Kenilworth. NJ/ALK. Horsholm. Denmark/Torii Pharmaceutical Co.. Ltd.. Tokyo. Japan). METHODS: Data on epinephrine use were collected from 13 timothy grass SLIT-tablet trials (MK-7243; <= 2800 bioequivalent allergen units/75.000 SQ-T dose. n =2497; placebo. n = 2139). 5 short ragweed SLIT-tablet trials (MK-3641; <= 12 Amb a 1-U. n =1725; placebo. n =770). and 11 house dust mite (HDM) SLIT-tablet trials (MK-8237; <= 12 SQ-HDM; n=3930; placebo. n =2246). RESULTS: In grass SLIT-tablet trials. epinephrine was used 13 times (grass SLIT-tablet. n =10; placebo. n =3). Eight administrations were for grass SLIT-tablet-related adverse events (AEs): 4 for systemic allergic reactions and 4 for local mouth and/or throat swelling. In ragweed SLIT-tablet trials. epinephrine was used 9 times in 8 subjects (ragweed SLIT-tablet. n =7; placebo. n =1 =2 administrations for protracted anaphylaxis]). Four administrations were for ragweed SLIT-tablet-related AEs: 1 for systemic allergic reaction and 3 for local mouth and/or pharynx/throat swelling. In HDM SLIT-tablet trials. epinephrine was administered 13 times (HDM SLIT-tablet. n =8; placebo. n =5). Four administrations were for HDM SLITtablet- related AEs: 1 for systemic allergic reaction and 3 for local events. Of the 16 epinephrine administrations for events related to SLIT-tablet treatment. 11 occurred within the first week of treatment (7 administrations on day 1) and 5 were subject self-administered. CONCLUSIONS: Epinephrine administrations in response to SLIT-tablet-related reactions in clinical trials are uncommon. typically occur within the first week of treatment. and are rarely self-administered. All SLIT-tablet-related events treated with epinephrine were nonserious. (C) 2016 American Academy of Allergy. Asthma & Immunology...,biochemistry,Medical,Immunology,Allergies
20,3 beta-Hydroxysteroid dehydrogenase type II deficiency (3 beta HSD2) congenital adrenal hyperplasia is a rare cause of ambiguous genitalia. resulting in abnormal virilisation in both 46XY and 46XX. We describe a case of 46XY ambiguous genitalia that was misdiagnosed as androgen insensitivity syndrome. The correct diagnosis was made after adrenarche. Genotyping demonstrated compound heterozygosity in two alleles. the previously described c.244G >A (p.Ala82Thr). and a novel 931C >.T(p. Gln311*) variant. We suggest that adrenarche unmasked the condition by driving cortisol production to rates that caused the mutant 3bHSD2 enzyme to become rate limiting for cortisol production. This case illustrates how markedly different the effects of this condition may be on androgen production compared with glucocorticoid and mineralocorticoid production. It also demonstrates how current guidelines based on urinary steroids and cortisol sufficiency may not arrive at the correct diagnosis. and underlines the importance of gene testing in the work-up of disorders of sexual differentiation....,biochemistry,Medical,Molecular biology,Low Testosterone
21,Background: Attachment anxiety and avoidance have been found to be associated with worry. A substantial body of research suggests that intolerance of uncertainty (IOU) is a phenomenon which predicts level of worry. yet the relationship between attachment. IOU and worry remains to be investigated. Methods: The present study recruited 281 participants from the community within Australia to complete an online survey incorporating the Intolerance of Uncertainty Scale. the Experiences in Close Relationships Scale-Revised. and the Penn State Worry Questionnaire. Results: The analyses revealed attachment anxiety and attachment avoidance were positively correlated with IOU. and that attachment anxiety. attachment avoidance and IOU were positively correlated with worry. Furthermore. IOU was found to mediate the relationship between attachment anxiety and worry. even when attachment avoidance was entered as a covariate. By contrast. for the relationship between attachment avoidance and worry. intolerance of uncertainty only mediated the association if attachment anxiety was ignored. Conclusions: The results of the study suggest that IOU may play a key role in the relationship between adult attachment difficulties and the experience of worry. These findings may have significant implications for the conceptualisation and psychological treatment of attachment related difficulties. (C) 2017 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Depression,Depression
22,Context: Psychosocial factors can impact lung transplant outcomes. However. it is currently unknown whether abuse survivorship influences lung transplant survival. Objective: To characterize the abuse history of adult lung transplant patients and determine whether such history is associated with mortality. Patients and Other Participants: Adult lung transplant recipients evaluated from 2000 to 2004. Main Outcome Measures: The main outcome was post-lung transplantation survival. The secondary outcomes included demographic. transplantation. or psychological assessment differences between those with a history of abuse survivorship and those without. Results: Thirty-three lung transplant recipients (35.5% male. median age: 55 years) were included. A history of abuse survivorship was common (24.2%) and was associated with decreased survival following lung transplantation (P = .003). There was no difference in sex. marital status. or smoking history between abuse survivors and those who denied being the victim of abuse. Abuse survivors had a higher Personality Assessment Screener total score. a measure of maladaptive personality traits (P = .02). Conclusion: Abuse survivorship is common in lung transplant patients and associated with increased posttransplant mortality and increased maladaptive personality traits. This preliminary evidence suggests that lung transplant patients should be screened for abuse history and provided with appropriate treatment of survivorship issues to potentially improve their health outcomes from transplantation....,Psychology,Medical,Child abuse,Parkinson's Disease
23,Background: Symptom clusters have not previously been explored among individuals with atrial fibrillation of any type. Objective: The purpose of this study is to determine the number of symptom clusters present among adults with chronic atrial fibrillation and to explore sociodemographic and clinical factors potentially associated with cluster membership. Methods: This was a cross-sectional secondary data analysis of 335 Australian community-dwelling adults with chronic (recurrent paroxysmal. persistent. or permanent) atrial fibrillation. We used self-reported symptoms and agglomerative hierarchical cluster analysis to determine the number and content of symptom clusters present. Results: There were slightly more male (52%) than female participants. with a mean (SD) age of 72 (11.25) years. Three symptom clusters were evident. including a vagal cluster (nausea and diaphoresis). a tired cluster (fatigue/lethargy. weakness. syncope/dizziness. and dyspnea/breathlessness). and a heart cluster (chest pain/discomfort and palpitations/fluttering). We compared patient characteristics among those with all the symptoms in the cluster. those with some of the symptoms in the cluster. and those with none of the symptoms in the cluster. The only statistically significant differences were in age. gender. and the use of antiarrhythmic medications for the heart cluster. Women were more likely to have the heart symptom cluster than men were. Individuals with all of the symptoms in the heart cluster were younger (69.6 vs 73.7 years; P = .029) than those with none of the symptoms in the heart cluster and were more likely to be on antiarrhythmic medications. Conclusion: Three unique atrial fibrillation symptom clusters were identified in this study population....,Psychology,Medical,Depression,Atrial Fibrillation
24,This review discusses the unmet needs of patients with attention deficit/hyperactivity disorder (ADHD) who are transitioning into adulthood. Although awareness and recognition of ADHD in children. adolescents. and adults have improved in recent years. there is often an interruption in management of the disorder when adolescent patients transition to adult health care services. This review has the following objectives: (1) to identify key issues patients with ADHD (with or without an early diagnosis) face during transition into adulthood; (2) to review the current clinical practice and country-specific approaches to the management of the transition into adulthood for patients with ADHD; (3) to discuss challenges facing clinicians and their patients when drug treatment for ADHD is initiated; (4) to review current ADHD guidelines on transition management in Hong Kong. Singapore. South Korea. Turkey. and Africa; and (5) to examine economic consequences associated with ADHD. The review suggests that the transition period to adult ADHD may be an underresearched and underserved area. The transition period plays an important role regarding how ADHD symptoms may be perceived and acted upon by adult psychiatrists. Further studies are needed to explore the characteristics of the transition period. If only a fraction of adolescents go on to have mental disorders during adulthood. especially ADHD. it is crucial to identify their characteristics to target appropriate interventions at the beginning of the course of illness. There continues to be low recognition of adult ADHD and a severe lack of medical services equipped to diagnose and care for patients with ADHD transitioning from child to adult services....,Psychology,Medical,Attention,Autism
25,Recent studies have examined non-suicidal self-injury in community and clinical samples. but there is no published research on non-suicidal self-injury in individuals with autism spectrum disorder. This lack of research is surprising. since individuals with autism spectrum disorder have high rates of risk factors for non-suicidal self-injury. including depression and poor emotion regulation skills. Using an online survey. we examined non-suicidal self-injury methods. frequency. severity. functions. and initial motivations in adults with autism spectrum disorder (n=42). We also compared their non-suicidal self-injury characteristics to those of a gender-matched group of adults without autism spectrum disorder (n=42). Of the participants with autism spectrum disorder. 50% reported a history of non-suicidal self-injury. This proportion is higher than non-suicidal self-injury rates previously reported for college students. adult community samples. and adolescents with autism spectrum disorder. which suggests that adults with autism spectrum disorder have increased risk for engaging in non-suicidal self-injury. Women with autism spectrum disorder were significantly more likely to endorse non-suicidal self-injury. relative to men with autism spectrum disorder. A history of non-suicidal self-injury was not related to current depression or emotion dysregulation for the participants with autism spectrum disorder. Non-suicidal self-injury characteristics among the adults with autism spectrum disorder were similar to non-suicidal self-injury in adults without autism spectrum disorder. These preliminary findings highlight the need for increased awareness and further research about non-suicidal self-injury within autism spectrum disorder....,Psychology,Psychology,Depression,Borderline personality disorder
26,Field programmable gate arrays (FPGAs) have established themselves as one of the preferred digital implementation platforms in a plethora of current industrial applications. and extensions and improvements are still continuously being included in the devices. This paper reviews recent advancements in FPGA technology. emphasizing the novel features that may significantly contribute to the development of more efficient digital systems for industrial applications. Special attention is paid to the design paradigm shift caused by the availability of increasingly powerful embedded (and soft) processors. which transformed FPGAs from hardware accelerators to very powerful system-on-chip (SoC) platforms. New analog resources. floating-point operators. and hard memory controllers are also described. because of the great advantages they provide to designers. Software tools are being strongly influenced by the design paradigm shift. which requires fromthem a much better support for software developers. Focusing mainly on this issue. recent advancements in software resources [intellectual property (IP) cores and design tools] are also reviewed. The impact of new FPGA features in industrial applications is analyzed in detail in three main areas. namely digital real-time simulation. advanced control techniques. and electronic instrumentation. with focus on mechatronics. robotics. and power systems design. The way digital systems are being currently designed in these areas is comprehensively reviewed. and a critical analysis of how they could significantly benefit from new FPGA features is presented....,ECE,ECE,Digital control,Digital control
27,Research documents how exposure to adversity in childhood leads to negative health outcomes across the lifespan. Less is known about protective factors - aspects of the individual. family. and community that promote good health despite exposure to adversity. Guided by the Resilience Portfolio Model. this study examined protective factors associated with physical health in a sample of adolescents and adults exposed to high levels of adversity including child abuse. A rural community sample of 2565 individuals with average age of 30 participated in surveys via computer assisted software. Participants completed self-report measures of physical health. adversity. and a range of protective factors drawn from research on resilience. Participants reporting a greater burden of childhood victimization and current financial strain (but not other adverse life events) had poorer physical health. but those with strengths in emotion regulation. meaning making. community support. social support. and practicing forgiveness reported better health. As hypothesized. strengths across resilience portfolio domains (regulatory. meaning making. and interpersonal) had independent. positive associations with health related quality of life after accounting for participants' exposure to adversity. Prevention and intervention efforts for child maltreatment should focus on bolstering a portfolio of strengths. The foundation of the work needs to begin with families early in the lifespan. (C) 2017 Elsevier Ltd. All rights reserved....,Psychology,Psychology,Child abuse,Child abuse
